Days,PANDEM2 Outputs.confirmed cases,Hospital.total in hospital,Hospital.hospital admissions,Hospital.hospital discharges,Hospital.ICU admissions,Hospital.ICU discharges,Hospital.deaths in hospital,Hospital Resources.Beds,Hospital Resources.occupied ward beds,Hospital.physical ward beds available,Hospital.expected beds freed,Hospital.Patients Waiting for Ward Bed,Hospital.In Ward Overflow,Hospital.physical ward beds needed,Hospital.physical ward beds gap,Hospital Resources.max available nurses,Hospital Resources.Absent Nurses,Hospital Resources.Nurses,Hospital Resources.occupied nurses,Hospital Resources.available nurses,Hospital Resources.expected nurses freed,Hospital Resources.total nurses needed for incoming patients,Hospital Resources.nurses gap,Hospital Resources.extra staff needed for overflow patients,Hospital Resources.staffed ward beds available,Hospital Resources.staffed ward beds needed,Hospital Resources.staffed ward beds gap,Hospital.ward admissions,Hospital.moving to ward overflow,Hospital Resources.ICU Beds,Hospital Resources.occupied ICU beds,Hospital.physical ICU beds available,Hospital.expected ICU beds freed,Hospital.Patients Waiting for ICU,Hospital.In ICU Overflow,Hospital.physical ICU beds needed,Hospital.physical ICU beds gap,Hospital Resources.max available ICU nurses,Hospital Resources.Absent ICU Nurses,Hospital Resources.ICU Nurses,Hospital Resources.occupied ICU nurses,Hospital Resources.available ICU nurses,Hospital Resources.expected ICU nurses freed,Hospital Resources.total ICU nurses needed for incoming patients,Hospital Resources.ICU nurses gap,Ventilators.ventilators in stock,Ventilators.ventilators in use,Ventilators.ventilators available,Ventilators.expected ventilators freed,Ventilators.ventilators needed for incoming ICU patients,Ventilators.gap in ventilators,Hospital Resources.staffed equipped ICU beds available,Hospital Resources.staffed equipped ICU beds needed,Hospital Resources.staffed equipped ICU beds gap,Hospital.moving to ICU overflow,Hospital.at risk of dying from lack of ICU,PPE.PPE,PPE.PPE needed,PPE.PPE gap,PPE.total PPE used,PPE.interrupted PPE supply,Hospital.Total needed ICU,Hospital.Total ICU admissions,Hospital.Total needed Ward Bed,Hospital.Total Ward admissions,Hospital.Potential deaths due to lack of ICU,Hospital.total deaths,Hospital.peak ICU demand,Hospital.peak demand ICU beds,Hospital.peak demand ICU nurses,Hospital.peak demand ventilators,Hospital.peak ward demand,Hospital.peak demand ward beds,Hospital.peak demand nurses,Hospital.peak demand PPE,Hospital Resources.activate surge strategy 1,Hospital Resources.activate surge strategy 2,PPE.activate surge strategy 3,Hospital Resources.activate surge strategy 4
41,727.1925933,80.53504587,31.36926318,11.61337112,2.410179725,0.387637484,0.741632497,10000,48.64239213,9951.357608,6.535690923,20.95444936,0,20.95444936,0,2500,0.032510033,2499.96749,9.728478425,2490.239012,1.307138185,4.190889872,0,0,9951.357608,20.95444936,0,20.95444936,0,4000,8.528024658,3991.471975,0.432036779,2.410179725,0,2.410179725,0,2000,0.026008026,1999.973992,4.264012329,1995.70998,0.216018389,1.205089863,0,2000,4.775693808,1995.224306,0.241940596,1.349700646,0,3563.332584,2.410179725,0,0,0,49606.25701,96.94235244,0,509.2961963,0,15.26134266,12.85116294,135.6147873,114.6603379,0,3.840605873,9.983220169,9.983220169,4.991610084,5.590603294,56.59499974,56.59499974,11.31899995,81.55305017,0,0,0,0
42,863.7038717,96.10520703,37.13335721,13.87276924,2.869052953,0.464981046,0.888174491,10000,58.10583975,9941.89416,7.851241606,24.90073131,0,24.90073131,0,2500,0.039007752,2499.960992,11.62116795,2488.339824,1.570248321,4.980146262,0,0,9941.89416,24.90073131,0,24.90073131,0,4000,10.22958301,3989.770417,0.52105725,2.869052953,0,2.869052953,0,2000,0.031206202,1999.968794,5.114791506,1994.854002,0.260528625,1.434526477,0,2000,5.728566487,1994.271434,0.29179206,1.606669654,0,3561.720046,2.869052953,0,0,0,49500.75994,115.753161,0,614.7984902,0,18.3393402,15.47028725,162.7358816,137.8351503,0,4.648882511,11.95495239,11.95495239,5.977476197,6.69477334,67.48826632,67.48826632,13.49765326,97.3756473,0,0,0,0
43,1023.551083,114.4348714,43.85738019,16.53547229,3.407738556,0.556569122,1.061387649,10000,69.25852269,9930.741477,9.411432262,29.52408948,0,29.52408948,0,2500,0.046703679,2499.953296,13.85170454,2486.101592,1.882286452,5.904817897,0,0,9930.741477,29.52408948,0,29.52408948,0,4000,12.24452067,3987.755479,0.627111416,3.407738556,0,3.407738556,0,2000,0.037362943,1999.962637,6.122260337,1993.840377,0.313555708,1.703869278,0,2000,6.856931578,1993.143068,0.351182393,1.908333592,0,3559.811162,3.407738556,0,0,0,49374.92209,137.9132602,0,740.6400613,0,21.99247361,18.58473505,194.8735272,165.3494377,0,5.615864104,14.28551032,14.28551032,7.14275516,7.999885779,80.30139781,80.30139781,16.06027956,116.0151736,0,0,0,0
44,1210.261575,135.9614898,51.68145713,19.66596535,4.038580945,0.664774556,1.265647948,10000,82.3705355,9917.629465,11.25746153,34.92733309,0,34.92733309,0,2500,0.055797489,2499.944203,16.4741071,2483.470095,2.251492307,6.985466618,0,0,9917.629465,34.92733309,0,34.92733309,0,4000,14.62504024,3985.37496,0.753174554,4.038580945,0,4.038580945,0,2000,0.044637992,1999.955362,7.312520118,1992.642842,0.376587277,2.019290473,0,2000,8.190022532,1991.809977,0.42177775,2.261605329,0,3557.556706,4.038580945,0,0,0,49225.14993,163.9569215,0,890.4148853,0,26.31855869,22.27997774,232.8700975,197.9427644,0,6.770224143,17.0337933,17.0337933,8.516896649,9.538924247,95.33646496,95.33646496,19.06729299,137.9209482,0,0,0,0
45,1427.806409,161.1817331,60.76236557,23.33756648,4.775534372,0.792315328,1.505954305,10000,97.74896955,9902.25103,13.4366011,41.22629197,0,41.22629197,0,2500,0.06651787,2499.933482,19.54979391,2480.383688,2.68732022,8.245258393,0,0,9902.25103,41.22629197,0,41.22629197,0,4000,17.43093721,3982.569063,0.902683314,4.775534372,0,4.775534372,0,2000,0.053214296,1999.946786,8.715468605,1991.231317,0.451341657,2.387767186,0,2000,9.761324837,1990.238675,0.505502656,2.674299249,0,3554.900318,4.775534372,0,0,0,49047.2819,194.4914405,0,1068.284821,0,31.43010765,26.65457327,277.6923358,236.4660438,0,8.145298452,20.2670968,20.2670968,10.1335484,11.34957421,112.9359615,112.9359615,22.5871923,163.6037035,0,0,0,0
46,1680.63878,190.6575561,71.27476608,27.63335173,5.634314944,0.942295052,1.787998914,10000,115.7417873,9884.258213,16.00292316,48.55096267,0,48.55096267,0,2500,0.079125906,2499.920874,23.14835747,2476.772517,3.200584631,9.710192534,0,0,9884.258213,48.55096267,0,48.55096267,0,4000,20.73049114,3979.269509,1.079595838,5.634314944,0,5.634314944,0,2000,0.063300725,1999.936699,10.36524557,1989.571454,0.539797919,2.817157472,0,2000,11.60907504,1988.390925,0.604573669,3.155216369,0,3551.777676,5.634314944,0,0,0,48836.51189,230.2047652,0,1279.056182,0,37.45616192,31.82184698,330.4464227,281.89546,0,9.779740722,24.06206378,24.06206378,12.03103189,13.47475572,133.486842,133.486842,26.6973684,193.6420015,0,0,0,0
47,1973.732005,225.0224811,83.41235426,32.647119,6.632554801,1.118246326,2.118241874,10000,136.7418597,9863.25814,19.01808211,57.04664742,0,57.04664742,0,2500,0.0939187,2499.906081,27.34837194,2472.557709,3.803616421,11.40932948,0,0,9863.25814,57.04664742,0,57.04664742,0,4000,24.60141917,3975.398581,1.288457495,6.632554801,0,6.632554801,0,2000,0.07513496,1999.924865,12.30070959,1987.624155,0.644228747,3.316277401,0,2000,13.77679474,1986.223205,0.721536197,3.714230689,0,3548.11561,6.632554801,0,0,0,48587.30495,271.8734421,0,1528.264089,0,44.54428041,37.91172561,392.394223,335.3475756,0,11.71825044,28.50569493,28.50569493,14.25284746,15.96318916,157.4246803,157.4246803,31.48493605,228.6889176,0,0,0,0
48,2312.61592,264.988006,97.38887808,38.48437774,7.789955065,1.32417667,2.503989496,10000,161.191111,9838.808889,22.55214704,66.87505323,0,66.87505323,0,2500,0.111233206,2499.888767,32.23822219,2467.650545,4.510429408,13.37501065,0,0,9838.808889,66.87505323,0,66.87505323,0,4000,29.13188675,3970.868113,1.534472292,7.789955065,0,7.789955065,0,2000,0.088986565,1999.911013,14.56594337,1985.34507,0.767236146,3.894977533,0,2000,16.31385658,1983.686143,0.859304484,4.362374836,0,3543.831157,7.789955065,0,0,0,48293.30486,320.3707687,0,1822.26488,0,52.86268046,45.07272539,464.9706611,398.0956078,0,14.0123772,33.69640974,33.69640974,16.84820487,18.86998946,185.2378754,185.2378754,37.04757508,269.4788997,0,0,0,0
49,2703.41307,311.3500168,113.4410338,45.26334645,9.128433922,1.564616683,2.953475387,10000,189.5846972,9810.415303,26.68447926,78.21531869,0,78.21531869,0,2500,0.131450238,2499.86855,37.91693943,2461.95161,5.336895851,15.64306374,0,0,9810.415303,78.21531869,0,78.21531869,0,4000,34.42156703,3965.578433,1.823579882,9.128433922,0,9.128433922,0,2000,0.10516019,1999.89484,17.21078352,1982.684056,0.911789941,4.564216961,0,2000,19.27607754,1980.723922,1.021204734,5.111922996,0,3538.830584,9.128433922,0,0,0,47947.23352,376.6750182,0,2168.336714,0,62.60252462,53.4740907,549.8021358,471.5868171,0,16.7214048,39.74514716,39.74514716,19.87257358,22.25728241,217.4718143,217.4718143,43.49436286,316.8346822,0,0,0,0
50,3153.115396,364.9991132,131.872284,53.11609531,10.67253309,1.844672597,3.475950295,10000,222.4757919,9777.524208,31.50465205,91.26799111,0,91.26799111,0,2500,0.154998718,2499.845001,44.49515837,2455.349843,6.30093041,18.25359822,0,0,9777.524208,91.26799111,0,91.26799111,0,4000,40.58279714,3959.417203,2.162538128,10.67253309,0,10.67253309,0,2000,0.123998974,1999.876001,20.29139857,1979.584602,1.081269064,5.336266544,0,2000,22.7263664,1977.273634,1.211021351,5.976618529,0,3533.008312,10.67253309,0,0,0,47540.78123,441.8821085,0,2574.789349,0,73.98067006,63.30813697,648.7296015,557.4616104,0,19.91331842,46.77675333,46.77675333,23.38837667,26.19498187,254.7357954,254.7357954,50.94715909,371.6776788,0,0,0,0
51,3670.069004,426.9525201,153.0273004,62.19158283,12.45088756,2.170114516,4.081860675,10000,260.488305,9739.511695,37.11356697,106.2708081,0,106.2708081,0,2500,0.182361758,2499.817638,52.09766101,2447.719977,7.422713395,21.25416163,0,0,9739.511695,106.2708081,0,106.2708081,0,4000,47.74251936,3952.257481,2.55901663,12.45088756,0,12.45088756,0,2000,0.145889407,1999.854111,23.87125968,1975.982851,1.279508315,6.22544378,0,2000,26.73581084,1973.264189,1.433049313,6.972497033,0,3526.245069,12.45088756,0,0,0,47064.47359,517.2426305,0,3051.09724,0,87.24440766,74.7935201,763.8533504,657.5825423,0,23.66589311,54.93309867,54.93309867,27.46654933,30.76253525,297.7273936,297.7273936,59.54547872,435.0601403,0,0,0,0
52,4263.58727,498.3759825,177.2544237,72.66026575,14.49639244,2.547503552,4.783111786,10000,304.3361916,9695.663808,43.62518969,123.4983203,0,123.4983203,0,2500,0.214085961,2499.785914,60.86723833,2438.918676,8.725037938,24.69966407,0,0,9695.663808,123.4983203,0,123.4983203,0,4000,56.04507813,3943.954922,3.02171768,14.49639244,0,14.49639244,0,2000,0.171268769,1999.828731,28.02253907,1971.806192,1.51085884,7.24819622,0,2000,31.38524376,1968.614756,1.692161901,8.117979766,0,3518.405211,14.49639244,0,0,0,46507.50122,604.1881884,0,3608.069791,0,102.6759964,88.17960392,897.572708,774.0743877,0,28.06801539,64.37590257,64.37590257,32.18795128,36.05050544,347.2482758,347.2482758,69.44965516,508.1880322,0,0,0,0
53,4943.745172,580.5802857,204.9253345,84.71580739,16.84536889,2.984283531,5.593217384,10000,354.8306069,9645.169393,51.16863902,143.2500723,0,143.2500723,0,2500,0.250790504,2499.74921,70.96612137,2428.783088,10.2337278,28.65001446,0,0,9645.169393,143.2500723,0,143.2500723,0,4000,65.65423769,3934.345762,3.560520178,16.84536889,0,16.84536889,0,2000,0.200632403,1999.799368,32.82711885,1966.972249,1.780260089,8.422684443,0,2000,36.76637311,1963.233627,1.993891299,9.433406576,0,3509.334854,16.84536889,0,0,0,45857.53871,704.3296956,0,4258.032427,0,120.5956655,103.7502966,1052.605861,909.3557886,0,33.22122401,75.28776156,75.28776156,37.64388078,42.16114647,404.1981649,404.1981649,80.83963298,592.4175688,0,0,0,0
54,5721.421836,675.0182741,236.4421968,98.57478393,19.53739533,3.488840807,6.527362422,10000,412.8786762,9587.121324,59.88999524,165.8477049,0,165.8477049,0,2500,0.293174181,2499.706826,82.57573523,2417.131091,11.97799905,33.16954097,0,0,9587.121324,165.8477049,0,165.8477049,0,4000,76.75449775,3923.245502,4.186626308,19.53739533,0,19.53739533,0,2000,0.234539345,1999.765461,38.37724887,1961.388212,2.093313154,9.768697666,0,2000,42.98251874,1957.017481,2.344510733,10.94094139,0,3498.8607,19.53739533,0,0,0,45100.56647,819.4561137,0,5015.004767,0,141.3647408,121.8273455,1232.010807,1066.163102,0,39.24135044,87.87314565,87.87314565,43.93657282,49.20896156,469.5707133,469.5707133,93.91414265,689.2535774,0,0,0,0
55,6608.368551,783.28749,272.2384112,114.4764867,22.61550121,4.070560421,7.602463876,10000,479.482667,9520.517333,69.9537103,191.6369925,0,191.6369925,0,2500,0.342021009,2499.657979,95.8965334,2403.761446,13.99074206,38.32739851,0,0,9520.517333,191.6369925,0,191.6369925,0,4000,89.55232926,3910.447671,4.912703877,22.61550121,0,22.61550121,0,2000,0.273616808,1999.726383,44.77616463,1954.950219,2.456351939,11.3077506,0,2000,50.14930439,1949.850696,2.751114171,12.66468068,0,3486.788946,22.61550121,0,0,0,44220.69077,951.5392357,0,5894.880527,0,165.3891759,142.7736747,1439.211265,1247.574273,0,46.26021713,102.3596934,102.3596934,51.17984672,57.32142833,544.4547683,544.4547683,108.8909537,800.3540019,0,0,0,0
56,7617.238798,907.1351726,312.7764712,132.6832685,26.12635484,4.739886095,8.837249525,10000,555.7414387,9444.258561,81.54377625,220.989885,0,220.989885,0,2500,0.398205099,2499.601795,111.1482877,2388.453507,16.30875525,44.19797699,0,0,9444.258561,220.989885,0,220.989885,0,4000,104.2774941,3895.722506,5.753025665,26.12635484,0,26.12635484,0,2000,0.318564079,1999.681436,52.13874704,1947.542689,2.876512832,13.06317742,0,2000,58.39539669,1941.604603,3.221694372,14.63075871,0,3472.904103,26.12635484,0,0,0,43199.95762,1102.740946,0,6915.613724,0,193.1232877,166.9969329,1678.024944,1457.035059,0,54.42740528,118.9995919,118.9995919,59.49979596,66.63977147,630.0375461,630.0375461,126.0075092,927.5365258,0,0,0,0
57,8761.566999,1048.462221,358.5438814,153.4810877,30.12031361,5.508380079,10.2523415,10000,642.8527233,9357.147277,94.8647759,254.3048226,0,254.3048226,0,2500,0.462695027,2499.537305,128.5705447,2370.96676,18.97295518,50.86096452,0,0,9357.147277,254.3048226,0,254.3048226,0,4000,121.1843617,3878.815638,6.723607294,30.12031361,0,30.12031361,0,2000,0.370156022,1999.629844,60.59218087,1939.037663,3.361803647,15.06015681,0,2000,67.86324258,1932.136757,3.765220085,16.86737562,0,3456.967817,30.12031361,0,0,0,42018.15957,1275.419234,0,8097.411811,0,225.0734825,194.9531688,1952.691428,1698.386605,0,63.91210525,138.0708274,138.0708274,69.0354137,77.31966335,727.6068297,727.6068297,145.5213659,1072.783898,0,0,0,0
58,10055.69283,1209.323795,410.0471319,177.1798007,34.651304,6.388776084,11.87032545,10000,742.1143487,9257.885651,110.1428322,292.0050682,0,292.0050682,0,2500,0.536557556,2499.463442,148.4228697,2351.040573,22.02856645,58.40101363,0,0,9257.885651,292.0050682,0,292.0050682,0,4000,140.5530738,3859.446926,7.842342545,34.651304,0,34.651304,0,2000,0.429246045,1999.570754,70.27653692,1929.294217,3.921171272,17.325652,0,2000,78.70972136,1921.290279,4.391711825,19.40473024,0,3438.71784,34.651304,0,0,0,40653.8123,1472.130361,0,9462.933203,0,261.8017833,227.1504793,2267.897528,1975.892459,0,74.90504522,159.878139,159.878139,79.93906948,89.53175781,838.550479,838.550479,167.7100958,1238.245826,0,0,0,0
59,11514.62652,1391.924889,467.8033705,204.1128402,39.77651453,7.395018207,13.71578814,10000,854.9228908,9145.077109,127.6263887,334.5350834,0,334.5350834,0,2500,0.620960261,2499.37904,170.9845782,2328.394462,25.52527774,66.90701669,0,0,9145.077109,334.5350834,0,334.5350834,0,4000,162.6904006,3837.309599,9.129132487,39.77651453,0,39.77651453,0,2000,0.496768209,1999.503232,81.34520028,1918.158032,4.564566243,19.88825727,0,2000,91.10662431,1908.893376,5.112314193,22.27484814,0,3417.867303,39.77651453,0,0,0,39233.78334,1695.625262,0,11037.48441,0,303.9289647,264.1524502,2628.798134,2294.263051,0,87.62047568,184.7535171,184.7535171,92.37675853,103.4619696,964.352138,964.352138,192.8704276,1426.235931,0,0,0,0
60,13153.84696,1598.609441,532.3292923,234.6359965,45.55587554,8.542278575,15.81530788,10000,982.7685717,9017.231428,147.5867018,382.3548652,0,382.3548652,0,2500,0.717172471,2499.282828,196.5537143,2302.729113,29.51734036,76.47097303,0,0,9017.231428,382.3548652,0,382.3548652,0,4000,187.9301286,3812.069871,10.60600264,45.55587554,0,45.55587554,0,2000,0.573737977,1999.426262,93.96506432,1905.461198,5.303001319,22.77793777,0,2000,105.240872,1894.759128,5.939361477,25.5112903,0,3394.104445,45.55587554,0,0,0,38106.63968,1948.838447,0,12849.21022,0,352.1370699,306.5811943,3041.030496,2658.675631,0,102.2981706,213.0560784,213.0560784,106.5280392,119.3114039,1106.582174,1106.582174,221.3164348,1639.22237,0,0,0,0
61,14989.02158,1831.841421,604.1267402,269.1250488,52.05128721,9.846945679,18.19738208,10000,1127.225335,8872.774665,170.3178969,435.9319938,0,435.9319938,0,2500,0.826563799,2499.173436,225.4450671,2273.728369,34.06357938,87.18639876,0,0,8872.774665,435.9319938,0,435.9319938,0,4000,216.6328049,3783.367195,12.29720039,52.05128721,0,52.05128721,0,2000,0.661251039,1999.338749,108.3164025,1891.022346,6.148600195,26.02564361,0,2000,121.3143708,1878.685629,6.886432219,29.14872084,0,3367.092967,52.05128721,0,0,0,37468.76129,2234.86756,0,14929.26853,0,407.1710411,355.1197539,3510.719507,3074.787513,0,119.2053907,245.1711212,245.1711212,122.5855606,137.2958279,1266.882813,1266.882813,253.3765625,1879.810616,0,0,0,0
62,17035.63511,2094.176222,683.6645378,307.9719814,59.325549,11.3265743,20.89227487,10000,1289.935,8710.065,196.1364139,495.7310378,0,495.7310378,0,2500,0.950599425,2499.049401,257.9870001,2241.0624,39.22728279,99.14620755,0,0,8710.065,495.7310378,0,495.7310378,0,4000,249.1846346,3750.815365,14.22926301,59.325549,0,59.325549,0,2000,0.76047954,1999.23952,124.5923173,1874.647203,7.114631507,29.6627745,0,2000,139.5433954,1860.456605,7.968387288,33.22230744,0,3336.4732,59.325549,0,0,0,37321.77882,2556.941497,0,17311.97956,0,469.8391445,410.5135955,4044.471158,3548.74012,0,138.6387391,281.5081346,281.5081346,140.7540673,157.6445554,1446.946303,1446.946303,289.3892606,2150.71664,0,0,0,0
63,19308.51386,2388.220449,771.3561549,351.5794999,67.44093925,12.99978661,23.93176534,10000,1472.584293,8527.415707,225.379648,562.1999117,0,562.1999117,0,2500,1.090831183,2498.909169,294.5168586,2204.39231,45.0759296,112.4399823,0,0,8527.415707,562.1999117,0,562.1999117,0,4000,285.9953053,3714.004695,16.43104443,67.44093925,0,67.44093925,0,2000,0.872664947,1999.127335,142.9976527,1856.129682,8.215522215,33.72046963,0,2000,160.157371,1839.842629,9.201384881,37.76692598,0,3301.864311,67.44093925,0,0,0,37524.64167,2918.374816,0,20034.93705,0,541.0118136,473.5708744,4649.350881,4087.15097,0,160.9258184,322.4975083,322.4975083,161.2487542,180.5986047,1648.484818,1648.484818,329.6969635,2454.728589,0,0,0,0
64,21821.23364,2716.578148,867.5329512,400.3535409,76.45739411,14.88611281,27.34877532,10000,1676.87347,8323.12653,258.4035659,635.7528026,0,635.7528026,0,2500,1.248883408,2498.751117,335.374694,2163.376423,51.68071317,127.1505605,0,0,8323.12653,635.7528026,0,635.7528026,0,4000,327.4944818,3672.505518,18.93368678,76.45739411,0,76.45739411,0,2000,0.999106727,1999.000893,163.7472409,1835.253652,9.466843389,38.22869706,0,2000,183.3969098,1816.60309,10.6028646,42.8161407,0,3262.867776,76.45739411,0,0,0,37871.70958,3322.505962,0,23139.06631,0,621.6184897,545.1610956,5332.843121,4697.090319,0,186.4265826,368.5856597,368.5856597,184.2928298,206.4079694,1873.190747,1873.190747,374.6381495,2794.654897,0,0,0,0
65,24585.40205,3081.781506,972.4129739,454.6934596,86.4302404,17.00575866,31.17685392,10000,1904.475223,8095.524777,295.5790581,716.7493517,0,716.7493517,0,2500,1.426432389,2498.573568,380.8950447,2117.678523,59.11581163,143.3498703,0,0,8095.524777,716.7493517,0,716.7493517,0,4000,374.1266906,3625.873309,21.7705205,86.4302404,0,86.4302404,0,2000,1.141145911,1998.858854,187.0633453,1811.795509,10.88526025,43.2151202,0,2000,209.5109467,1790.489053,12.19149148,48.40093463,0,3219.072401,86.4302404,0,0,0,38167.92449,3772.616903,0,26668.61215,0,712.6419878,626.2117474,6102.788154,5386.038802,0,215.5342509,420.2282837,420.2282837,210.1141418,235.3278389,2122.686083,2122.686083,424.5372166,3173.256792,0,0,0,0
66,27609.81139,3486.204294,1086.065619,514.9795986,97.40744971,19.37928665,35.4494962,10000,2156.982612,7843.017388,337.2867697,805.4699264,0,805.4699264,0,2500,1.625178238,2498.374822,431.3965224,2066.978299,67.45735393,161.0939853,0,0,7843.017388,805.4699264,0,805.4699264,0,4000,426.3443062,3573.655694,24.97687452,97.40744971,0,97.40744971,0,2000,1.300142591,1998.699857,213.1721531,1785.527704,12.48843726,48.70372485,0,2000,238.7528115,1761.247189,13.98704973,54.54817183,0,3170.06114,97.40744971,0,0,0,38280.77565,4271.831928,0,30671.03676,0,815.1098949,717.7024452,6967.292079,6161.822153,0,248.6756302,477.88143,477.88143,238.940715,267.6136008,2398.459771,2398.459771,479.6919543,3593.163347,0,0,0,0
67,30899.46659,3931.956791,1208.372913,581.5579938,109.4264016,22.02719777,40.19927448,10000,2435.845,7564.155,383.9101428,902.0870376,0,902.0870376,0,2500,1.846807995,2498.153192,487.1690001,2010.984192,76.78202855,180.4174075,0,0,7564.155,902.0870376,0,902.0870376,0,4000,484.598351,3515.401649,28.58977622,109.4264016,0,109.4264016,0,2000,1.477446396,1998.522554,242.2991755,1756.223378,14.29488811,54.71320079,0,2000,271.3750766,1728.624923,16.01027468,61.27878488,0,3115.419997,109.4264016,0,0,0,38160.77921,4822.993919,0,35196.80591,0,930.0825017,820.6561001,7934.606052,7032.519014,0,286.3106704,541.9901347,541.9901347,270.9950674,303.5144754,2701.792301,2701.792301,540.3584601,4056.767637,0,0,0,0
68,34454.50375,4420.761694,1338.988762,654.7220675,122.5101752,24.96940242,45.45676507,10000,2742.291382,7257.708618,435.8264168,1006.633283,0,1006.633283,0,2500,2.092948841,2497.907051,548.4582765,1949.448775,87.16528336,201.3266566,0,0,7257.708618,1006.633283,0,1006.633283,0,4000,549.3268532,3450.673147,32.6475197,122.5101752,0,122.5101752,0,2000,1.674359073,1998.325641,274.6634266,1723.662214,16.32375985,61.25508759,0,2000,307.6230378,1692.376962,18.28261103,68.6056981,0,3054.749238,122.5101752,0,0,0,37833.27473,5428.517236,0,40299.0406,0,1058.6368,936.1266253,9012.9713,8006.338017,0,328.931056,612.9743898,612.9743898,306.4871949,343.2656583,3033.667374,3033.667374,606.7334748,4566.103348,0,0,0,0
69,38269.02944,4953.811727,1477.298167,734.6913164,136.6634314,28.22457118,51.24926012,10000,3077.241116,6922.758884,493.3953585,1118.966614,0,1118.966614,0,2500,2.365110574,2497.634889,615.4482232,1882.186666,98.67907171,223.7933227,0,0,6922.758884,1118.966614,0,1118.966614,0,4000,620.9405661,3379.059434,37.18908056,136.6634314,0,136.6634314,0,2000,1.892088459,1998.107912,310.470283,1687.637629,18.59454028,68.33171571,0,2000,347.726717,1652.273283,20.82588511,76.5315216,0,2987.677086,136.6634314,0,0,0,37371.63589,6090.217723,0,46033.01064,0,1201.846167,1065.182736,10210.42749,9091.460874,0,377.0576243,691.2123286,691.2123286,345.6061643,387.078904,3394.671416,3394.671416,678.9342832,5122.702238,0,0,0,0
70,42329.92889,5531.611213,1622.379192,821.5872183,151.8680026,31.8093616,57.59926515,10000,3441.203008,6558.796992,556.9455601,1238.734247,0,1238.734247,0,2500,2.664616826,2497.335383,688.2406017,1809.094781,111.389112,247.7468494,0,0,6558.796992,1238.734247,0,1238.734247,0,4000,699.8059552,3300.194045,42.2533568,151.8680026,0,151.8680026,0,2000,2.131693461,1997.868307,349.9029776,1647.965329,21.1266784,75.93400131,0,2000,391.8913349,1608.108665,23.66187981,85.04608146,0,2913.875973,151.8680026,0,0,0,36864.47629,6809.12215,0,52455.44836,0,1360.755484,1208.887481,11534.58352,10295.84927,0,431.2363942,777.0206484,777.0206484,388.5103242,435.1315631,3784.882842,3784.882842,756.9765684,5727.434463,0,0,0,0
71,46615.7114,6153.805958,1772.971212,915.4068741,168.0783728,35.73752312,64.52279806,10000,3834.164918,6165.835082,626.758242,1365.337159,0,1365.337159,0,2500,2.992525104,2497.007475,766.8329835,1730.174491,125.3516484,273.0674317,0,0,6165.835082,1365.337159,0,1365.337159,0,4000,786.2255087,3213.774491,47.87821846,168.0783728,0,168.0783728,0,2000,2.394020083,1997.60598,393.1127544,1604.493226,23.93910923,84.03918641,0,2000,440.2862849,1559.713715,26.81180234,94.12388877,0,2833.081281,168.0783728,0,0,0,36387.70916,7585.26178,0,59623.66386,0,1536.35167,1368.273297,12992.35208,11627.01492,0,492.0329981,870.6324897,870.6324897,435.3162448,487.5541942,4203.754499,4203.754499,840.7508999,6380.335724,0,0,0,0
72,51095.48196,6819.008178,1927.45359,1015.995258,185.2173055,40.01889228,72.02752499,10000,4255.477521,5744.522479,703.0486465,1497.897722,0,1497.897722,0,2500,3.34953653,2496.650463,851.0955042,1645.554959,140.6097293,299.5795443,0,0,5744.522479,1497.897722,0,1497.897722,0,4000,880.4156301,3119.58437,54.0993549,185.2173055,0,185.2173055,0,2000,2.679629224,1997.320371,440.207815,1557.112556,27.04967745,92.60865274,0,2000,493.0327528,1506.967247,30.29563874,103.7216911,0,2745.112296,185.2173055,0,0,0,35988.01152,8417.457582,0,67594.44908,0,1729.529887,1544.312582,14589.65211,13091.75439,0,560.025331,972.1732443,972.1732443,486.0866221,544.4170168,4649.994461,4649.994461,929.9988921,7080.427571,0,0,0,0
73,55728.14785,7524.625929,2083.839377,1123.017365,203.1719504,44.6583012,80.11079238,10000,4703.737654,5296.262346,785.9452998,1635.233698,0,1635.233698,0,2500,3.73589719,2496.264103,940.7475308,1555.516572,157.18906,327.0467397,0,0,5296.262346,1635.233698,0,1635.233698,0,4000,982.4826263,3017.517374,60.9489169,203.1719504,0,203.1719504,0,2000,2.988717752,1997.011282,491.2413132,1505.769969,30.47445845,101.5859752,0,2000,550.1902707,1449.809729,34.13139346,113.7762922,0,2649.894862,203.1719504,0,0,0,35679.2595,9303.107794,0,76422.76722,0,1941.056048,1737.884097,16331.08693,14695.85323,0,635.7942829,1081.635067,1081.635067,540.8175336,605.7156376,5121.452233,5121.452233,1024.290447,7825.539901,0,0,0,0
